Critic,Publication,Review Text,Review Score,Original Score,Date,URL,Movie URL
DarkSkyLady,DarkSkyLady Reviews,"Overall, Top Gun: Maverick gives audiences more of what they loved in the first film without following its predecessor step by step. Top Gun: Maverick carves out a path all its own with exhilarating action and a marvelous cast.",positive,,"May 17, 2022",https://darkskylady.com/top-gun-maverick-review/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Don Kaye,Den of Geek,"Those sequences up in the fighters are truly the kind of immersive, mind-blowing filmmaking that cinema was made for.",positive,3.5/5,"May 17, 2022",https://www.denofgeek.com/movies/top-gun-maverick-review-tom-cruise/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Nell Minow,Movie Mom,"“Top Gun: Maverick” is everything a fan could hope for. It is exciting, it is endearing, it just about blows kisses at the fans, and it is guaranteed to make many new ones.",positive,B+,"May 17, 2022",https://moviemom.com/top-gun-maverick/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Avi Offer,NYC Movie Guru,"A rousing, exhilarating and crowd-pleasing spectacle.",positive,,"May 17, 2022",http://nycmovieguru.com/may27th22.html#topgun2,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Cain Noble-Davies,FILMINK (Australia),… a heart-racing and heart-breaking ride …,positive,17/20,"May 17, 2022",https://www.filmink.com.au/reviews/top-gun-maverick/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Ruben Peralta Rigaud,Cocalecas,"Excellent balance between nostalgia, the unspoken past of these last few decades, and a renewed future. [Full review in Spanish]",positive,,"May 16, 2022",https://cocalecas.net/2022/05/critica-a-top-gun-maverick-2022-de-joseph-kosinski/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Jake Cunningham,Little White Lies,"Top Gun: Maverick is an extremely enjoyable thrill ride, yet its focus on intense, immersive action doesn’t allow much room for lighter, steamier fun like its predecessor.",positive,3/5,"May 16, 2022",https://lwlies.com/reviews/top-gun-maverick/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Mel Valentin,That Shelf,Top Gun: Maverick feels like the first big-screen must-see film this side of the Marvel Cinematic Universe.,positive,,"May 16, 2022",https://thatshelf.com/top-gun-maverick-review/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Tim Brennan,About Boulder,"If you’re comfortable seeing a movie theatrically, find the theater closest to you with the biggest screen, crispest sound, and prepare to have your face melted off. Top Gun: Maverick is a triumph.",positive,,"May 16, 2022",https://aboutboulder.com/blog/flyboy/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Paul McGuire Grimes,Paul's Trip to the Movies,"Tom Cruise knows exactly what his audience wants out of him as a movie star, actor, and the legacy of these characters. It sets the bar extremely high for the other big summer movies coming ahead.",positive,4.5/5,"May 16, 2022",https://paulstriptothemovies.com/movie-review-top-gun-maverick/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Alistair Ryder,Looper.com,"It's not quite as perfect as other critics have stated, but it is the decade's first summer blockbuster likely to leave you exhilarated by the end.",positive,,"May 16, 2022",https://www.looper.com/863954/top-gun-maverick-review-return-to-the-danger-zone/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Kyle Pinion,Screen Rex,"It’s a nostalgia trip that understands that’s why you’re there but also utilizes that as its own ammunition to create something better. Not through subversion, but enhancement.",positive,,"May 16, 2022",https://screenrex.com/top-gun-maverick/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Freda Cooper,What To Watch,Top Gun: Maverick has joined the elite — sequels that both surpass their predecessors yet pay tribute to them. Follow-ups are a regular part of our cinematic diet but now we have the game-changer we’ve been waiting for. This is how it’s done.,positive,5/5,"May 14, 2022",https://www.whattowatch.com/reviews/top-gun-maverick-review-a-stratospheric-sequel,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Rendy Jones,Rendy Reviews,"Not only is it a sequel that marginally soars past its predecessor at Mach Speed, but is a thematically compelling and mature character study that naturally wrings a few tears out of you.",positive,4/5,"May 14, 2022",https://www.rendyreviews.com/movie-reviews/top-gun-maverick-review,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Nicholas Barber,BBC.com,Top Gun: Maverick hits its target with explosive force.,positive,5/5,"May 14, 2022",https://www.bbc.com/culture/article/20220512-top-gun-maverick-hits-its-target-with-explosive-force,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Peter Hoskin,Daily Mail (UK),"It's loud, sometimes silly, often crazy. But in the end, the moral of the heart-stopping story is clear: Tom Cruise is a rootin'-tootin' hero.",positive,5/5,"May 13, 2022",https://www.dailymail.co.uk/tvshowbiz/article-10811183/Tom-Cruises-return-new-Gun-sequel-Maverick.html,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Alicia Adejobi,metro.co.uk,Tom Cruise’s tour de force offers a pulsating ride well worth the 36-year wait.,positive,4/5,"May 13, 2022",https://metro.co.uk/2022/05/12/top-gun-maverick-review-tom-cruises-pulsating-tour-de-force-worth-wait-16631875/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Liz Shannon Miller,Consequence,"Joseph Kosinski does a more-than-capable job of ensuring that Top Gun die-hards will laugh at the jokes, cry with the characters, and gasp at every skybound maneuver. But this is very much a Tom Cruise Picture, and don’t you forget it.",positive,B+,"May 13, 2022",https://consequence.net/2022/05/top-gun-maverick-review-tom-cruise/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Paul Whitington,Irish Independent,"Without Tom Cruise's say-so, this film wouldn't have got made. That's as it should be, because from start to finish he dominates this amiably silly, winningly nostalgic action romp, filling a huge canvas with his formidable star power.",positive,3/5,"May 13, 2022",https://www.independent.ie/entertainment/movies/movie-reviews/top-gun-maverick-tom-cruise-flies-high-in-long-awaited-sequel-that-defies-low-expectations-41647227.html,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Kristy Puchko,Mashable,"Essentially, this franchise has lost that loving feeling. And with it gone (gone, gone), so too is a bit of the thrill.",positive,,"May 13, 2022",https://mashable.com/article/top-gun-maverick-review,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Adam Graham,Detroit News,"""Maverick"" is the perfect wingman to ""Top Gun"" and a more than worthy successor to a classic. It flies so high it soars.",positive,A,"May 13, 2022",https://www.detroitnews.com/story/entertainment/movies/2022/05/24/top-gun-maverick-review-old-school-blockbuster-flies-high/9799465002/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Mark Jackson,Epoch Times,Top Gun: Maverick hits all the highlights and then some: Micky-mouse-eared deck-hands doing cat-shot dance moves; warplanes screaming off carrier decks; arrogant stick jockeys; beach volleyball; flat spins; and dogfight mayhem in the skies. Outstanding!,positive,5/5,"May 13, 2022",https://www.theepochtimes.com/film-review-top-gun-maverick-best-action-sequel-of-all-time_4460320.html,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Andrea G. Bermejo,Cinemanía (Spain),Plays it safe. [Full review in Spanish],positive,3.5/5,"May 13, 2022",https://www.20minutos.es/cinemania/criticas/critica-top-gun-maverick-4999331/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Dennis Schwartz,Dennis Schwartz Movie Reviews,An implausible and forgettable retread of the original 1986 Top Gun.,positive,B-,"May 13, 2022",https://dennisschwartzreviews.com/top-gun-maverick/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Laura Potier,Starburst,"Maverick is both the perfect summer blockbuster and a masterclass in crowd-pleasing moviemaking. It’s the kind of edge-of-your-seat, fist-pumping, adrenaline rush of a spectacle that will gratify every one of your brain’s pleasure centres.",positive,5/5,"May 13, 2022",https://www.starburstmagazine.com/reviews/top-gun-maverick,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Nick Schager,The Daily Beast,"A summer spectacular that proves that there’s still life left in the old ways, all while stoking, and satisfying, that familiar need for speed.",positive,,"May 13, 2022",https://www.thedailybeast.com/top-gun-maverick-is-a-spectacular-tribute-to-tom-cruise?ref=author,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Dulcie Pearce,The Sun (UK),"You’ll laugh, you’ll cry, you’ll gasp and your heart will race.",positive,5/5,"May 12, 2022",https://www.thesun.co.uk/tv/18545529/top-gun-maverick-film-review-tom-cruise/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Jeremy Jahns,JeremyJahns.com,"I felt like i was in a jet in the air. It feels so much more visceral, so much faster, so much more dangerous.",positive,,"May 12, 2022",https://www.youtube.com/watch?v=yaGVjw9AwPE,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Julian Roman,MovieWeb,Tom Cruise revisits his eighties glory in a spectacular sequel. Top Gun: Maverick tells a thrilling new story while capturing the jet-fueled spirit of the classic original. The film boldly embraces practical visual effects in an era defined by CGI.,positive,4/5,"May 12, 2022",https://movieweb.com/top-gun-maverick-review/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Carla Hay,Culture Mix,"Top Gun: Maverick is an uninspired, outdated retread of 1986’s Top Gun, but with more implausible scenarios and with no women in military leadership positions ... Top Gun: Maverick, just like its main character, is stuck in a rut of reliving past glories.",negative,,"May 12, 2022",https://culturemixonline.com/review-top-gun-maverick-starring-tom-cruise/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Matt Lynch,In Review Online,"Top Gun: Maverick is a blistering piece of pop art, an all-timer Dad movie stealth masterpiece, and maybe the ultimate legacy sequel.",positive,,"May 12, 2022",https://inreviewonline.com/2022/05/12/top-gun-maverick/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Charlotte O'Sullivan,London Evening Standard,"I folded my arms and prepared for the worst. Two hours later, I was scribbling down words like “Whoa!”, “Exciting!” and “Bullseye!!”",positive,4/5,"May 12, 2022",https://www.standard.co.uk/culture/film/top-gun-maverick-movie-review-this-charm-offensive-hits-the-target-b999614.html,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Stephanie Zacharek,TIME Magazine,"A much better film than its predecessor was, and much better than it needs to be overall.",positive,,"May 12, 2022",https://time.com/6176032/top-gun-maverick-review/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Kyle Smith,National Review,"Tom Cruise has given us all a proud, defiant Dad Movie for men in their 50s. It's a reasonably effective action movie with reasonably exciting dogfights that sends you home going, ""Well, that was exactly what I expected.""",positive,,"May 12, 2022",https://www.nationalreview.com/2022/05/mach-10-nostalgia/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
James Mottram,South China Morning Post,"With music by Lady Gaga and Hans Zimmer, action scenes tailor-made for hulking IMAX screens, and Cruise flaunting it in a white naval uniform, it’s Top Gun dialled up to Mach 10.",positive,4.5/5,"May 12, 2022",https://www.scmp.com/lifestyle/entertainment/article/3177479/top-gun-maverick-movie-review-tom-cruise-back-stunning,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Jorge Loser,Espinof,"The conflict between two pilots remains intact, and the veterans who teach Cruise secrets about life and responsibility return... [Full review in Spanish]",positive,4/5,"May 12, 2022",https://www.espinof.com/criticas/secuela-secreta-top-gun-cuando-tom-cruise-tony-scott-volvieron-a-hacer-exactamente-pelicula-cambiando-aviones-coches,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Fred Topel,United Press International,"The best legacy sequel to a single movie. One still can debate Creed, Cobra Kai or The Force Awakens, but each had entire franchises upon which to draw.",positive,,"May 12, 2022",https://www.upi.com/Entertainment_News/Movies/2022/05/12/Top-Gun-Maverick-movie-review/6681652295455/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Miles Surrey,The Ringer,Maverick is not the type of movie you wait around for until it’s on cable: It’s an adrenaline-pumping event worth getting off the La-Z-Boy to experience.,positive,,"May 12, 2022",https://www.theringer.com/movies/2022/5/12/23067733/top-gun-maverick-sequel-dad-cinema-tom-cruise,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Emma Stefansky,Thrillist,"It makes the act of being a good movie look like the easiest thing in the world, with director Joseph Kosinski showing off everything he's got.",positive,,"May 12, 2022",https://www.thrillist.com/entertainment/nation/top-gun-maverick-review-tom-cruise,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Kevin Maher,Times (UK),See it on the biggest screen possible. Then see it again.,positive,4/5,"May 12, 2022",https://www.thetimes.co.uk/article/top-gun-maverick-film-review-tom-cruise-6cgrdwwbz,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Johnny Oleksinski,New York Post,"This is a worthy, often exemplary follow-up to the 1986 classic. It’s everything a summer movie should be.",positive,3.5/4,"May 12, 2022",https://nypost.com/2022/05/12/top-gun-maverick-review-the-perfect-summer-movie/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Brian Lowry,CNN.com,"Somehow, ""Maverick"" manages to recycle those latter beats -- with an exceptionally well cast class of new pilots -- and still feel contemporary, all while approximating the old-fashioned virtues of the kind of movies that flourished in the '80s .",positive,,"May 12, 2022",https://www.cnn.com/2022/05/12/entertainment/top-gun-maverick-review/index.html,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Christian Toto,HollywoodInToto.com,Satisfying sequel hits nearly all the marks while outdoing the original.,positive,3.5/4,"May 12, 2022",https://www.hollywoodintoto.com/top-gun-maverick-no-woke-just-thrills-and-nostalgia-on-steroids/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Oli Welsh,Polygon,"More grown-up, more generous, and more lighthearted.",positive,,"May 12, 2022",https://www.polygon.com/authors/oli-welsh,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Richard Trenholm,CNET,"Top Gun 2 reboots the original film's heart-pounding aerial action, infectiously cheesy character drama and don't-think-too-hard-about-it military fetishism in a winning spectacle of cinematic escapism.",positive,,"May 12, 2022",https://www.cnet.com/culture/entertainment/top-gun-maverick-review-tom-cruise-pilots-jet-powered-nostalgia-ride/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Scott Mendelson,Forbes,Tom Cruise's 'Top Gun: Maverick' is an audio/visual treat and generally well-made summer blockbuster even as it becomes a 'Rise Of Skywalker'-style nostalgic ode to itself.,negative,5/10,"May 12, 2022",https://www.forbes.com/sites/scottmendelson/2022/05/12/movies-review-top-gun-maverick-tom-cruise-jennifer-connelly-miles-teller-glenn-powell-joseph-kosinski-christopher-mcquarrie/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Grace Randolph,Beyond the Trailer,"Overall, a stunning piece of filmmaking and the perfect summer blockbuster for Memorial Day Weekend. Cruise, Kosinski & McQuarrie manage to recreate the feel of the original film while also updating it with a very modern - and thrilling - third act.",positive,,"May 12, 2022",https://www.youtube.com/watch?v=YXrPDz0HWBA,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Tomris Laffly,RogerEbert.com,"A breathless, gravity and logic-defying sequel.",positive,4/4,"May 12, 2022",https://www.rogerebert.com/reviews/top-gun-maverick-movie-review-2022,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
David Poland,Hot Button,"From beginning to end, there was nothing that happened that I could not anticipate, either in the flow of storytelling or from the idea of the movie I had before I sat down in a movie theater.",positive,B,"May 12, 2022",https://davidpoland.substack.com/p/thb-155-review-top-gun-maverick?r=7wlst&s=w&utm_campaign=post&utm_medium=web,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Jeffrey Zhang,Strange Harbors,"Like its eponymous ace, it’s a dying breed, but there’s no way it’s going out in gasps or sputters. Not while Tom Cruise still draws breath.",positive,B+,"May 12, 2022",https://www.strangeharbors.com/blog/2022/5/11/film-review-top-gun-maverick,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Nate Adams,The Only Critic,"“Top Gun: Maverick,” a film that, thanks to advances in modern technology, outstrips its predecessor in nearly every capacity. The dogfights are breathtaking, the action sequences ungodly, and the need for speed is more urgent than ever.",positive,A-,"May 12, 2022",https://www.theonlycritic.com/post/top-gun-maverick-review-exhilarating-sequel-flies-circles-around-its-predecessor,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Alonso Duralde,TheWrap,"The ultimate Gen X Dad fantasy, in which a 50-something gets to outsmart and outperform the younger generation’s best and brightest.",positive,,"May 12, 2022",https://www.thewrap.com/top-gun-maverick-film-review-tom-cruise-2022-sequel/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Max Covill,It's The Pictures,Top Gun: Maverick is the definition of an exciting summer blockbuster.,positive,B+,"May 12, 2022",https://itsthepictures.substack.com/p/top-gun-maverick-review?s=w,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Catalina Combs,Black Girl Nerds,Is 'Top Gun: Maverick' the movie that will mark a generation? No. Its predecessor will always hold that title. Is it a fun Hollywood film? Absolutely. Does it have substance? Not really.,negative,2.5/5,"May 12, 2022",https://blackgirlnerds.com/review-top-gun-maverick-takes-the-military-genre-to-new-heights-with-little-substance/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Jeff Nelson,Showbiz Cheat Sheet,Top Gun: Maverick is pure movie magic that accomplishes the rare feat of improving upon the original.,positive,,"May 12, 2022",https://www.cheatsheet.com/entertainment/top-gun-maverick-movie-review.html/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Mark Kennedy,Associated Press,A textbook example of how to make a sequel.,positive,3.5/4,"May 12, 2022",https://www.thestar.com/entertainment/movies/review/2022/05/12/review-top-gun-sequel-a-welcome-trip-to-the-danger-zone.html,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Roger Friedman,Showbiz 411,"If this doesn't bring people back to theaters, nothing will.",positive,4/4,"May 12, 2022",https://www.showbiz411.com/2022/05/12/review-tom-cruise-brings-the-excitement-of-a-throwback-studio-hit-in-top-gun-maverick,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Stephen Dalton,The Film Verdict,Welcome back to the Military Industrial Oedipal Complex.,positive,,"May 12, 2022",https://thefilmverdict.com/2022/05/12/top-gun-maverick/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Patricia Puentes,Ask,"This cinematic spectacle starts by paying homage to the original movie — with the notes of the “Top Gun Anthem” — and it never stops. If you liked Top Gun, you’ll enjoy Top Gun: Maverick thoroughly. All the ingredients of the original movie are there.",positive,8/10,"May 12, 2022",https://www.ask.com/entertainment/top-gun-maverick-review-tom-cruise,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
J. Don Birnam,Below the Line,"What's not to love about a one of the greatest movie stars of all time refusing to be grounded and, instead, fully embracing the effects-driven era as his own? (Maybe the rotten script, but still)",positive,B,"May 12, 2022",https://www.btlnews.com/film-reviews/top-gun-maverick-review-tom-cruise/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Leah Greenblatt,Entertainment Weekly,"Teller and Powell are breezily appealing, actors at the apex of their youth and beauty, though the movie still belongs in almost every scene to Cruise.",positive,B+,"May 12, 2022",https://ew.com/movies/movie-reviews/top-gun-maverick-tom-cruise/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Ian Freer,Empire Magazine,"Kosinski and co deliver all the Top Gun feels and then some: slick visuals, crew camaraderie, thrilling aerial action, a surprising emotional wallop and, in Tom Cruise, a magnetic movie-star performance as comforting as an old leather jacket.",positive,5/5,"May 12, 2022",https://www.empireonline.com/movies/reviews/top-gun-maverick/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
K. Austin Collins,Rolling Stone,"It’s a fresh-faced gloss on the original... powered, like the original, by a star who’ll simply never stop being a star.",positive,,"May 12, 2022",https://www.rollingstone.com/movies/movie-reviews/top-gun-maverick-review-1350586,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Peter Bradshaw,Guardian,Now I want to see [Cruise] take on a sequel to Risky Business and do the underpants dance again.,positive,3/5,"May 12, 2022",https://www.theguardian.com/film/2022/may/12/top-gun-maverick-review-tom-cruise-is-still-needy-less-speedy-in-a-rocknroll-sequel?CMP=twt_a-culture_b-gdnculture,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Justin Chang,Los Angeles Times,Ridiculous and often ridiculously entertaining...,positive,,"May 12, 2022",https://www.latimes.com/entertainment-arts/movies/story/2022-05-12/top-gun-maverick-review-tom-cruise,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Brian Lloyd,entertainment.ie,"Like Maverick implores his pilots, you think in this world, you're dead. 'Top Gun: Maverick' requires you to let go of good taste and instead enjoy the flight into fantasy. If that happens, it'll take your breath away.",positive,4/5,"May 12, 2022",https://entertainment.ie/movies/movie-reviews/top-gun-maverick-410633/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Conor O'Donnell,The Film Stage,"One of the greatest, oft-overlooked skills [Tom Cruise] has developed over his decade-spanning career is how to internalize the weight of time, a factor crucial to Top Gun: Maverick’s ethos.",positive,A-,"May 12, 2022",https://thefilmstage.com/top-gun-maverick-review-a-legacy-sequel-that-soars/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Linda Marric,The Jewish Chronicle,"In short, Top Gun: Maverick is the most fun I’ve had watching a big dumb Hollywood blockbuster for a while.",positive,5/5,"May 12, 2022",https://www.thejc.com/life-and-culture/all/top-gun-maverick-film-review-a-thrilling-sequel-which-is-bound-to-delight-fans-of-the-first-film-6Qxi89JV0vj4HSX5OiZuLm,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Matt Donato,IGN Movies,"Top Gun: Maverick is good ol' cheesy as hell, silly-heroic entertainment with mile-high enthusiasm — a welcome throwback to simpler cinematic times.",positive,7/10,"May 12, 2022",https://www.ign.com/articles/top-gun-maverick-review?utm_source=twitter,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
David Rooney,The Hollywood Reporter,"The sequel follows the original beat for beat, to a degree that’s almost comical. And yet, as formulaic as it is, there’s no denying that it delivers in terms of both nostalgia and reinvention.",positive,,"May 12, 2022",https://www.hollywoodreporter.com/movies/movie-reviews/top-gun-maverick-tom-cruise-1235144456,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Jamie Graham,Total Film,"An expertly crafted, thunderously enjoyable and surprisingly emotional blockbuster.",positive,5/5,"May 12, 2022",https://www.gamesradar.com/top-gun-maverick-review,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Clarisse Loughrey,Independent (UK),Top Gun: Maverick is as thrilling as blockbusters get.,positive,4/5,"May 12, 2022",https://www.independent.co.uk/arts-entertainment/films/reviews/top-gun-maverick-review-sequel-b2077508.html,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Pete Hammond,Deadline Hollywood Daily,"Tops the original in every way imaginable, from an all-knowing performance for the ages from Cruise to its highly emotional storyline, “take my breath away” aerial sequences and just about anything else you want from a studio blockbuster.",positive,,"May 12, 2022",https://deadline.com/video/top-gun-maverick-review-tom-cruise-sequel,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Cameron Frew,Unilad,Top Gun: Maverick isn’t just one of the best blockbusters of the year – it’s one of the best sequels of all time.,positive,,"May 12, 2022",https://www.unilad.co.uk/film-and-tv/top-gun-maverick-review-one-of-the-greatest-sequels-of-all-time-20220512?c=1652360485870,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Richard Lawson,Vanity Fair,"In the vacuum of Maverick’s 130 minute run, a disarming wistfulness, and a friendliness, give interesting shape to what could have been mere pointless rehash.",positive,,"May 12, 2022",https://www.vanityfair.com/hollywood/2022/05/in-top-gun-maverick-tom-cruise-is-his-own-wingman,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Gabriella Geisinger,Digital Spy,"Top Gun Maverick has everything you want from a sequel and still works as a standalone film – a miraculous feat, achieved.",positive,4/5,"May 12, 2022",https://www.digitalspy.com/movies/a39976064/top-gun-2-review-maverick/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Robbie Collin,Daily Telegraph (UK),It’s crammed with images you didn’t know you were desperate to see until the second you see them.,positive,5/5,"May 12, 2022",https://www.telegraph.co.uk/films/0/top-gun-maverick-review-tom-cruise-makes-absurdly-exciting-return/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
David Ehrlich,IndieWire,"Kosinski may not be able to match Tony Scott’s formalist bravado, but he makes up for it with speed, clarity, and a moral imperative to push the limits of what seems possible.",positive,A-,"May 12, 2022",https://www.indiewire.com/2022/05/top-gun-maverick-review-1234723766,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Maria Lattila,WhyNow (UK),Tom Cruise is back in the cockpit and we’re all the better for it; Top Gun: Maverick is the definitive blockbuster of our times.,positive,4/5,"May 12, 2022",https://whynow.co.uk/read/top-gun-maverick-review,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Brian Truitt,USA Today,"Whether you’re feeling the need for speed for the first time or haven’t lost that loving feeling since '86, the Danger Zone is still a pretty spectacular place to visit.",positive,3.5/4,"May 12, 2022",https://www.usatoday.com/story/entertainment/movies/2022/05/12/tom-cruise-top-gun-maverick-review/9733774002,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Peter Debruge,Variety,Turns out we need Maverick now more than ever. optional screen reader,positive,,"May 12, 2022",https://variety.com/2022/film/reviews/top-gun-maverick-review-tom-cruise-1235263820,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Ben Kendrick,Screen Rant,Top Gun: Maverick is a rare sequel that is not only better than the original but retroactively makes Top Gun's story altogether deeper.,positive,4/5,"May 12, 2022",https://screenrant.com/top-gun-maverick-2022-movie-reviews/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Mick LaSalle,San Francisco Chronicle,"If you haven’t been to the movies in a while, “Top Gun: Maverick” is a way to get back in. It’s pretty much what “going to the movies” is all about.",positive,3/4,"May 12, 2022",https://datebook.sfchronicle.com/movies-tv/review-top-gun-maverick-is-tom-cruise-at-his-best,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Kaitlyn Booth,Bleeding Cool,Top Gun: Maverick is what you want out of big-budget summer blockbusters with insane cinematography and directing that you're going to feel like you're in the cockpit of a fighter plane.,positive,9/10,"May 12, 2022",https://bleedingcool.com/movies/top-gun-maverick-review-a-high-flying-great-time-at-the-movies/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Courtney Howard,Fresh Fiction,"This lega-sequel builds on the groundwork laid by its predecessor, delivering riveting character drive as well as breathtaking, big screen Movie Moments. The new crew fuses the past with the present, making it a poignant, powerfully potent thrill ride.",positive,,"May 12, 2022",https://freshfiction.tv/top-gun-maverick-review-tom-cruise-new-squad-soar-in-superior-sequel/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Chris Bumbray,JoBlo's Movie Network,A thrilling big-screen experience that would do Tony Scott proud. Worth the very long wait.,positive,,"May 12, 2022",https://www.joblo.com/top-gun-maverick-review/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Scott Davis,HeyUGuys,"Sumptuous in its visual splendour and awe-inspiring in execution, it is unlike anything we have seen before, Top Gun: Maverick is the most exhilarating and spectacular blockbusters of its kind.",positive,5/5,"May 12, 2022",https://www.heyuguys.com/top-gun-maverick-review/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Spencer Perry,ComicBook.com,"The film is the rare sequel that outdoes the original in every way, delivering the ultimate theatrical experience that will have audiences convinced they've just hit crossed Mach 5 themselves.",positive,4.5/5,"May 12, 2022",https://comicbook.com/movies/news/top-gun-maverick-review-tom-cruise-movie-release-reaction-screening-jennifer-connelly-val-kilmer/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Ross Bonaime,Collider,"Top Gun: Maverick improves upon the original in every conceivable way, and does so in a way that might make this one of the greatest sequels ever made.",positive,A,"May 12, 2022",https://collider.com/top-gun-maverick-review-tom-cruise-joseph-kosinski/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
Matt Singer,ScreenCrush,It’s been a long time since I’ve seen a movie that made me think “How did they do that?”,positive,8/10,"May 12, 2022",https://screencrush.com/top-gun-maverick-review/,https://www.rottentomatoes.com/m/top_gun_maverick/reviews
